source_protocol,method,hyperparams,n_selected,selected
stage1_first_benchmark,family_aware_spearman,"{""family_threshold"": 0.85, ""global_threshold"": 0.85}",33,syn_jaro_winkler | syn_cosine_bigrams | syn_cosine_trigrams | cls_euclidean | cls_chebyshev | syn_lcs_ratio | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_jaccard_tokens | tda_h0_entropy_tgt | tda_h0_max_life_tgt | tda_h0_max_life_combined | syn_common_prefix_ratio | syn_damerau_osa | syn_common_suffix_ratio | tda_h1_wasserstein | tda_h1_max_life_tgt | syn_lcs_len | tda_h1_entropy_tgt | tda_h0_max_life_src | tda_h0_entropy_src | tda_h2_max_life_combined | tda_h1_max_life_src | tda_h1_entropy_src | tda_h2_entropy_combined | tda_h2_max_life_tgt | syn_contains_b_in_a | tda_h2_max_life_src | tda_h2_entropy_tgt | tda_h2_entropy_src
stage1_first_benchmark,family_aware_spearman,"{""family_threshold"": 0.85, ""global_threshold"": 0.9}",35,syn_jaro_winkler | syn_cosine_bigrams | syn_cosine_trigrams | cls_euclidean | cls_chebyshev | syn_lcs_ratio | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_jaccard_tokens | tda_h0_entropy_tgt | tda_h0_max_life_tgt | tda_h0_max_life_combined | syn_common_prefix_ratio | syn_damerau_osa | syn_common_suffix_ratio | tda_h1_wasserstein | tda_h1_max_life_tgt | syn_lcs_len | tda_h1_entropy_tgt | syn_len_b | tda_h0_max_life_src | tda_h0_entropy_src | tda_h2_max_life_combined | syn_len_a | tda_h1_max_life_src | tda_h1_entropy_src | tda_h2_entropy_combined | tda_h2_max_life_tgt | syn_contains_b_in_a | tda_h2_max_life_src | tda_h2_entropy_tgt | tda_h2_entropy_src
stage1_first_benchmark,family_aware_spearman,"{""family_threshold"": 0.85, ""global_threshold"": 0.95}",35,syn_jaro_winkler | syn_cosine_bigrams | syn_cosine_trigrams | cls_euclidean | cls_chebyshev | syn_lcs_ratio | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_jaccard_tokens | tda_h0_entropy_tgt | tda_h0_max_life_tgt | tda_h0_max_life_combined | syn_common_prefix_ratio | syn_damerau_osa | syn_common_suffix_ratio | tda_h1_wasserstein | tda_h1_max_life_tgt | syn_lcs_len | tda_h1_entropy_tgt | syn_len_b | tda_h0_max_life_src | tda_h0_entropy_src | tda_h2_max_life_combined | syn_len_a | tda_h1_max_life_src | tda_h1_entropy_src | tda_h2_entropy_combined | tda_h2_max_life_tgt | syn_contains_b_in_a | tda_h2_max_life_src | tda_h2_entropy_tgt | tda_h2_entropy_src
stage1_first_benchmark,family_aware_spearman,"{""family_threshold"": 0.9, ""global_threshold"": 0.85}",33,syn_jaro_winkler | syn_cosine_bigrams | syn_cosine_trigrams | cls_euclidean | cls_chebyshev | syn_lcs_ratio | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_jaccard_tokens | tda_h0_entropy_tgt | tda_h0_max_life_tgt | tda_h0_max_life_combined | syn_common_prefix_ratio | syn_damerau_osa | syn_common_suffix_ratio | tda_h1_wasserstein | tda_h1_max_life_tgt | syn_lcs_len | tda_h1_entropy_tgt | tda_h0_max_life_src | tda_h0_entropy_src | tda_h2_max_life_combined | tda_h1_max_life_src | tda_h1_entropy_src | tda_h2_entropy_combined | tda_h2_max_life_tgt | syn_contains_b_in_a | tda_h2_max_life_src | tda_h2_entropy_tgt | tda_h2_entropy_src
stage1_first_benchmark,family_aware_spearman,"{""family_threshold"": 0.9, ""global_threshold"": 0.9}",37,syn_jaro_winkler | syn_cosine_bigrams | syn_cosine_trigrams | cls_euclidean | cls_chebyshev | syn_lcs_ratio | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_jaccard_tokens | tda_h0_entropy_tgt | tda_h0_max_life_tgt | tda_h0_max_life_combined | syn_common_prefix_ratio | syn_damerau_osa | syn_common_suffix_ratio | tda_h1_wasserstein | tda_h1_max_life_tgt | syn_lcs_len | tda_h1_entropy_tgt | syn_len_b | tda_h0_max_life_src | tda_h0_entropy_src | tda_h2_max_life_combined | tda_h1_count_combined | syn_len_a | tda_h1_max_life_src | tda_h1_entropy_src | tda_h0_count_src | tda_h2_entropy_combined | tda_h2_max_life_tgt | syn_contains_b_in_a | tda_h2_max_life_src | tda_h2_entropy_tgt | tda_h2_entropy_src
stage1_first_benchmark,family_aware_spearman,"{""family_threshold"": 0.9, ""global_threshold"": 0.95}",37,syn_jaro_winkler | syn_cosine_bigrams | syn_cosine_trigrams | cls_euclidean | cls_chebyshev | syn_lcs_ratio | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_jaccard_tokens | tda_h0_entropy_tgt | tda_h0_max_life_tgt | tda_h0_max_life_combined | syn_common_prefix_ratio | syn_damerau_osa | syn_common_suffix_ratio | tda_h1_wasserstein | tda_h1_max_life_tgt | syn_lcs_len | tda_h1_entropy_tgt | syn_len_b | tda_h0_max_life_src | tda_h0_entropy_src | tda_h2_max_life_combined | tda_h1_count_combined | syn_len_a | tda_h1_max_life_src | tda_h1_entropy_src | tda_h0_count_src | tda_h2_entropy_combined | tda_h2_max_life_tgt | syn_contains_b_in_a | tda_h2_max_life_src | tda_h2_entropy_tgt | tda_h2_entropy_src
stage1_first_benchmark,combo_mi_prefilter_graph,"{""graph_threshold"": 0.85, ""k"": 5, ""prefilter"": 10}",4,syn_jaro_winkler | syn_cosine_bigrams | syn_cosine_trigrams | cls_minkowski
stage1_first_benchmark,combo_mi_prefilter_mrmr,"{""k"": 5, ""penalty"": 1.0, ""prefilter"": 10}",5,syn_jaro_winkler | cls_canberra | syn_cosine_trigrams | syn_cosine_bigrams | cls_minkowski
stage1_first_benchmark,combo_cluster_then_mrmr,"{""cluster_threshold"": 0.85, ""k"": 5, ""penalty"": 1.0}",5,syn_jaro_winkler | tda_h0_entropy_combined | tda_h1_max_life_combined | cls_chebyshev | tda_h0_bottleneck
stage1_first_benchmark,combo_family_then_mrmr,"{""family_threshold"": 0.85, ""global_threshold"": 0.95, ""k"": 5, ""penalty"": 1.0}",5,syn_jaro_winkler | tda_h0_entropy_combined | tda_h1_max_life_combined | cls_chebyshev | tda_h0_bottleneck
stage1_first_benchmark,combo_mrmr_then_graph,"{""graph_threshold"": 0.85, ""k"": 5, ""mrmr_prefilter"": 10}",5,syn_jaro_winkler | syn_cosine_bigrams | syn_cosine_trigrams | cls_canberra | cls_chebyshev
stage1_first_benchmark,combo_mi_prefilter_graph,"{""graph_threshold"": 0.85, ""k"": 8, ""prefilter"": 16}",6,syn_jaro_winkler | syn_cosine_bigrams | syn_cosine_trigrams | cls_minkowski | cls_chebyshev | syn_lcs_ratio
stage1_first_benchmark,combo_mi_prefilter_mrmr,"{""k"": 8, ""penalty"": 1.0, ""prefilter"": 16}",8,syn_jaro_winkler | cls_chebyshev | syn_cosine_trigrams | cls_canberra | syn_lcs_ratio | syn_cosine_bigrams | cls_spearman | syn_jaro
stage1_first_benchmark,combo_cluster_then_mrmr,"{""cluster_threshold"": 0.85, ""k"": 8, ""penalty"": 1.0}",8,syn_jaro_winkler | tda_h0_entropy_combined | tda_h1_max_life_combined | cls_chebyshev | tda_h0_bottleneck | syn_cosine_trigrams | tda_h0_max_life_tgt | cls_euclidean
stage1_first_benchmark,combo_family_then_mrmr,"{""family_threshold"": 0.85, ""global_threshold"": 0.95, ""k"": 8, ""penalty"": 1.0}",8,syn_jaro_winkler | tda_h0_entropy_combined | tda_h1_max_life_combined | cls_chebyshev | tda_h0_bottleneck | syn_cosine_trigrams | tda_h0_max_life_tgt | cls_euclidean
stage1_first_benchmark,combo_mrmr_then_graph,"{""graph_threshold"": 0.85, ""k"": 8, ""mrmr_prefilter"": 16}",8,syn_jaro_winkler | syn_cosine_bigrams | syn_cosine_trigrams | cls_minkowski | cls_chebyshev | syn_lcs_ratio | tda_h0_wasserstein | tda_h0_entropy_combined
stage1_first_benchmark,combo_mi_prefilter_graph,"{""graph_threshold"": 0.85, ""k"": 10, ""prefilter"": 20}",9,syn_jaro_winkler | syn_cosine_bigrams | syn_cosine_trigrams | cls_minkowski | cls_chebyshev | syn_lcs_ratio | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck
stage1_first_benchmark,combo_mi_prefilter_mrmr,"{""k"": 10, ""penalty"": 1.0, ""prefilter"": 20}",10,syn_jaro_winkler | tda_h0_entropy_combined | tda_h0_bottleneck | cls_chebyshev | syn_cosine_bigrams | cls_canberra | tda_h0_wasserstein | syn_cosine_trigrams | cls_spearman | syn_lcs_ratio
stage1_first_benchmark,combo_cluster_then_mrmr,"{""cluster_threshold"": 0.85, ""k"": 10, ""penalty"": 1.0}",10,syn_jaro_winkler | tda_h0_entropy_combined | tda_h1_max_life_combined | cls_chebyshev | tda_h0_bottleneck | syn_cosine_trigrams | tda_h0_max_life_tgt | cls_euclidean | tda_h1_entropy_combined | syn_cosine_bigrams
stage1_first_benchmark,combo_family_then_mrmr,"{""family_threshold"": 0.85, ""global_threshold"": 0.95, ""k"": 10, ""penalty"": 1.0}",10,syn_jaro_winkler | tda_h0_entropy_combined | tda_h1_max_life_combined | cls_chebyshev | tda_h0_bottleneck | syn_cosine_trigrams | tda_h0_max_life_tgt | cls_euclidean | tda_h1_entropy_combined | syn_cosine_bigrams
stage1_first_benchmark,combo_mrmr_then_graph,"{""graph_threshold"": 0.85, ""k"": 10, ""mrmr_prefilter"": 20}",10,syn_jaro_winkler | syn_cosine_bigrams | syn_cosine_trigrams | cls_minkowski | cls_chebyshev | syn_lcs_ratio | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck | tda_h1_max_life_combined
stage1_first_benchmark,combo_mi_prefilter_graph,"{""graph_threshold"": 0.85, ""k"": 12, ""prefilter"": 24}",12,syn_jaro_winkler | syn_cosine_bigrams | syn_cosine_trigrams | cls_minkowski | cls_chebyshev | syn_lcs_ratio | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_jaccard_tokens
stage1_first_benchmark,combo_mi_prefilter_mrmr,"{""k"": 12, ""penalty"": 1.0, ""prefilter"": 24}",12,syn_jaro_winkler | tda_h0_entropy_combined | tda_h1_max_life_combined | cls_chebyshev | tda_h0_bottleneck | syn_cosine_trigrams | tda_h1_entropy_combined | cls_canberra | tda_h0_wasserstein | syn_cosine_bigrams | syn_jaro | cls_spearman
stage1_first_benchmark,combo_cluster_then_mrmr,"{""cluster_threshold"": 0.85, ""k"": 12, ""penalty"": 1.0}",12,syn_jaro_winkler | tda_h0_entropy_combined | tda_h1_max_life_combined | cls_chebyshev | tda_h0_bottleneck | syn_cosine_trigrams | tda_h0_max_life_tgt | cls_euclidean | tda_h1_entropy_combined | syn_cosine_bigrams | tda_h0_wasserstein | syn_contains_b_in_a
stage1_first_benchmark,combo_family_then_mrmr,"{""family_threshold"": 0.85, ""global_threshold"": 0.95, ""k"": 12, ""penalty"": 1.0}",12,syn_jaro_winkler | tda_h0_entropy_combined | tda_h1_max_life_combined | cls_chebyshev | tda_h0_bottleneck | syn_cosine_trigrams | tda_h0_max_life_tgt | cls_euclidean | tda_h1_entropy_combined | syn_cosine_bigrams | tda_h0_wasserstein | syn_contains_b_in_a
stage1_first_benchmark,combo_mrmr_then_graph,"{""graph_threshold"": 0.85, ""k"": 12, ""mrmr_prefilter"": 24}",12,syn_jaro_winkler | syn_cosine_bigrams | syn_cosine_trigrams | cls_minkowski | cls_chebyshev | syn_lcs_ratio | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | tda_h0_entropy_tgt
stage1_first_benchmark,combo_mi_prefilter_graph,"{""graph_threshold"": 0.85, ""k"": 15, ""prefilter"": 30}",15,syn_jaro_winkler | syn_cosine_bigrams | syn_cosine_trigrams | cls_minkowski | cls_chebyshev | syn_lcs_ratio | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_jaccard_tokens | tda_h0_entropy_tgt | tda_h0_max_life_tgt | tda_h0_max_life_combined
stage1_first_benchmark,combo_mi_prefilter_mrmr,"{""k"": 15, ""penalty"": 1.0, ""prefilter"": 30}",15,syn_jaro_winkler | tda_h0_entropy_combined | tda_h1_max_life_combined | cls_chebyshev | tda_h0_bottleneck | syn_cosine_trigrams | tda_h0_max_life_tgt | cls_canberra | tda_h1_entropy_combined | syn_cosine_bigrams | tda_h0_wasserstein | tda_h0_max_life_combined | syn_jaro | cls_spearman | tda_h0_entropy_tgt
stage1_first_benchmark,combo_cluster_then_mrmr,"{""cluster_threshold"": 0.85, ""k"": 15, ""penalty"": 1.0}",15,syn_jaro_winkler | tda_h0_entropy_combined | tda_h1_max_life_combined | cls_chebyshev | tda_h0_bottleneck | syn_cosine_trigrams | tda_h0_max_life_tgt | cls_euclidean | tda_h1_entropy_combined | syn_cosine_bigrams | tda_h0_wasserstein | syn_contains_b_in_a | tda_h2_entropy_tgt | syn_lcs_ratio | tda_h0_entropy_tgt
stage1_first_benchmark,combo_family_then_mrmr,"{""family_threshold"": 0.85, ""global_threshold"": 0.95, ""k"": 15, ""penalty"": 1.0}",15,syn_jaro_winkler | tda_h0_entropy_combined | tda_h1_max_life_combined | cls_chebyshev | tda_h0_bottleneck | syn_cosine_trigrams | tda_h0_max_life_tgt | cls_euclidean | tda_h1_entropy_combined | syn_cosine_bigrams | tda_h0_wasserstein | syn_contains_b_in_a | tda_h2_entropy_tgt | syn_lcs_ratio | tda_h0_entropy_tgt
stage1_first_benchmark,combo_mrmr_then_graph,"{""graph_threshold"": 0.85, ""k"": 15, ""mrmr_prefilter"": 30}",15,syn_jaro_winkler | syn_cosine_bigrams | syn_cosine_trigrams | cls_minkowski | cls_chebyshev | syn_lcs_ratio | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_jaccard_tokens | tda_h0_entropy_tgt | tda_h0_max_life_tgt | tda_h0_max_life_combined
stage1_first_benchmark,combo_mi_prefilter_graph,"{""graph_threshold"": 0.85, ""k"": 20, ""prefilter"": 40}",20,syn_jaro_winkler | syn_cosine_bigrams | syn_cosine_trigrams | cls_minkowski | cls_chebyshev | syn_lcs_ratio | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_jaccard_tokens | tda_h0_entropy_tgt | tda_h0_max_life_tgt | tda_h0_max_life_combined | syn_common_prefix_ratio | syn_damerau_osa | syn_common_suffix_ratio | tda_h1_wasserstein | tda_h1_max_life_tgt
stage1_first_benchmark,combo_mi_prefilter_mrmr,"{""k"": 20, ""penalty"": 1.0, ""prefilter"": 40}",20,syn_jaro_winkler | tda_h0_entropy_combined | tda_h1_max_life_combined | cls_chebyshev | tda_h0_bottleneck | syn_cosine_trigrams | tda_h0_max_life_tgt | cls_canberra | tda_h1_entropy_combined | syn_cosine_bigrams | tda_h0_wasserstein | tda_h0_max_life_src | syn_jaro | tda_h0_entropy_tgt | cls_spearman | syn_lcs_ratio | tda_h1_max_life_tgt | cls_minkowski | tda_h0_max_life_combined | syn_jaccard_bigrams
stage1_first_benchmark,combo_cluster_then_mrmr,"{""cluster_threshold"": 0.85, ""k"": 20, ""penalty"": 1.0}",20,syn_jaro_winkler | tda_h0_entropy_combined | tda_h1_max_life_combined | cls_chebyshev | tda_h0_bottleneck | syn_cosine_trigrams | tda_h0_max_life_tgt | cls_euclidean | tda_h1_entropy_combined | syn_cosine_bigrams | tda_h0_wasserstein | syn_contains_b_in_a | tda_h2_entropy_tgt | syn_lcs_ratio | tda_h0_entropy_tgt | tda_h0_max_life_src | tda_h2_entropy_src | syn_common_prefix_ratio | syn_jaccard_tokens | tda_h0_max_life_combined
stage1_first_benchmark,combo_family_then_mrmr,"{""family_threshold"": 0.85, ""global_threshold"": 0.95, ""k"": 20, ""penalty"": 1.0}",20,syn_jaro_winkler | tda_h0_entropy_combined | tda_h1_max_life_combined | cls_chebyshev | tda_h0_bottleneck | syn_cosine_trigrams | tda_h0_max_life_tgt | cls_euclidean | tda_h1_entropy_combined | syn_cosine_bigrams | tda_h0_wasserstein | syn_contains_b_in_a | tda_h2_entropy_tgt | syn_lcs_ratio | tda_h0_entropy_tgt | tda_h0_max_life_src | tda_h2_entropy_src | syn_common_prefix_ratio | syn_jaccard_tokens | tda_h0_max_life_combined
stage1_first_benchmark,combo_mrmr_then_graph,"{""graph_threshold"": 0.85, ""k"": 20, ""mrmr_prefilter"": 40}",20,syn_jaro_winkler | syn_cosine_bigrams | syn_cosine_trigrams | cls_minkowski | cls_chebyshev | syn_lcs_ratio | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_jaccard_tokens | tda_h0_entropy_tgt | tda_h0_max_life_tgt | tda_h0_max_life_combined | syn_common_prefix_ratio | syn_damerau_osa | syn_common_suffix_ratio | tda_h1_wasserstein | tda_h1_max_life_tgt
