method,pair_id,f1_all_to_all,precision_all_to_all,recall_all_to_all,source
Similarity Flooding,TPC-DI__Semantically-Joinable__prospect_vertical_70_ac3_av,0.94,0.88,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Semantically-Joinable__prospect_vertical_70_ac4_av,0.2,0.2,0.2,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Semantically-Joinable__prospect_vertical_70_ac5_av,0.6,0.6,0.6,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Semantically-Joinable__prospect_vertical_70_ec_av,0.94,0.88,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_0_ac1_av,1.0,1.0,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_0_ac1_ev,1.0,1.0,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_0_ac2_av,0.86,0.86,0.86,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_0_ac2_ev,0.84,0.86,0.82,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_0_ac3_av,1.0,1.0,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_0_ac3_ev,0.09,0.05,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_0_ac4_av,0.11,0.13,0.09,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_0_ac4_ev,0.1,0.12,0.09,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_0_ac5_av,0.46,0.53,0.41,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_0_ac5_ev,0.46,0.53,0.41,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_0_ec_av,0.09,0.05,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_0_ec_ev,1.0,1.0,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_100_ac1_av,1.0,1.0,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_100_ac1_ev,1.0,1.0,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_100_ac2_av,0.91,0.91,0.91,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_100_ac2_ev,0.91,0.91,0.91,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_100_ac3_av,1.0,1.0,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_100_ac3_ev,1.0,1.0,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_100_ac4_av,0.1,0.11,0.09,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_100_ac4_ev,0.15,0.18,0.14,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_100_ac5_av,0.46,0.53,0.41,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_100_ac5_ev,0.46,0.53,0.41,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_100_ec_av,1.0,1.0,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_100_ec_ev,1.0,1.0,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_50_ac1_av,1.0,1.0,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_50_ac1_ev,1.0,1.0,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_50_ac2_av,0.09,0.05,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_50_ac2_ev,0.91,0.91,0.91,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_50_ac3_av,1.0,1.0,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_50_ac3_ev,1.0,1.0,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_50_ac4_av,0.2,0.22,0.18,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_50_ac4_ev,0.1,0.11,0.09,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_50_ac5_av,0.46,0.53,0.41,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_50_ac5_ev,0.46,0.53,0.41,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_50_ec_av,1.0,1.0,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__Unionable__prospect_horizontal_50_ec_ev,1.0,1.0,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_1_ac1_av,0.2,0.11,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_1_ac1_ev,0.2,0.11,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_1_ac2_av,0.22,0.12,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_1_ac2_ev,0.29,0.17,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_1_ac3_av,0.22,0.12,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_1_ac3_ev,0.22,0.12,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_1_ac4_av,0.22,0.12,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_1_ac4_ev,0.22,0.12,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_1_ac5_av,0.02,0.01,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_1_ac5_ev,0.02,0.01,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_1_ec_av,0.18,0.1,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_1_ec_ev,0.18,0.1,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_30_ac1_av,0.63,0.46,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_30_ac1_ev,0.71,0.55,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_30_ac2_av,0.71,0.55,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_30_ac2_ev,0.75,0.6,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_30_ac3_av,0.67,0.5,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_30_ac3_ev,0.71,0.55,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_30_ac4_av,0.12,0.09,0.17,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_30_ac4_ev,0.12,0.1,0.17,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_30_ac5_av,0.35,0.27,0.5,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_30_ac5_ev,0.22,0.17,0.33,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_30_ec_av,0.67,0.5,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_30_ec_ev,0.67,0.5,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_50_ac1_av,0.85,0.73,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_50_ac1_ev,0.85,0.73,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_50_ac2_av,0.91,0.91,0.91,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_50_ac2_ev,0.96,0.92,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_50_ac3_av,0.88,0.79,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_50_ac3_ev,0.88,0.79,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_50_ac4_av,0.17,0.15,0.18,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_50_ac4_ev,0.18,0.18,0.18,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_50_ac5_av,0.4,0.36,0.45,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_50_ac5_ev,0.33,0.31,0.36,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_50_ec_av,0.85,0.73,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_50_ec_ev,0.85,0.73,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_70_ac1_av,0.94,0.88,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_70_ac1_ev,0.94,0.88,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_70_ac2_av,0.87,0.82,0.93,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_70_ac2_ev,0.97,0.94,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_70_ac3_av,1.0,1.0,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_70_ac3_ev,0.97,0.94,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_70_ac4_av,0.14,0.15,0.13,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_70_ac4_ev,0.14,0.14,0.13,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_70_ac5_av,0.26,0.25,0.27,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_70_ac5_ev,0.58,0.56,0.6,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_70_ec_av,0.91,0.83,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,TPC-DI__View-Unionable__prospect_both_0_70_ec_ev,0.97,0.94,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Similarity Flooding,Wikidata__Musicians__Musicians_joinable,0.07,0.04,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Similarity Flooding,Wikidata__Musicians__Musicians_semjoinable,0.08,0.04,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Similarity Flooding,Wikidata__Musicians__Musicians_unionable,0.09,0.05,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Similarity Flooding,Wikidata__Musicians__Musicians_viewunion,0.06,0.03,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Joinable__assays_both_50_1_ac1_ev,0.01,0.01,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Joinable__assays_both_50_1_ac2_ev,0.01,0.01,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Joinable__assays_both_50_1_ac3_ev,0.01,0.01,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Joinable__assays_both_50_1_ac4_ev,0.01,0.01,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Joinable__assays_both_50_1_ac5_ev,0.01,0.01,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Joinable__assays_both_50_1_ec_ev,0.01,0.01,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Joinable__assays_both_50_30_ac1_ev,0.06,0.03,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Joinable__assays_both_50_30_ac2_ev,0.67,1.0,0.5,/Users/nahawandkired/Desktop/si_si-results.csv
Distribution Based,ChEMBL__Joinable__assays_both_50_30_ac3_ev,0.6,0.75,0.5,/Users/nahawandkired/Desktop/si_si-results.csv
Distribution Based,ChEMBL__Joinable__assays_both_50_30_ac4_ev,0.6,0.75,0.5,/Users/nahawandkired/Desktop/si_si-results.csv
Distribution Based,ChEMBL__Joinable__assays_both_50_30_ac5_ev,0.5,0.5,0.5,/Users/nahawandkired/Desktop/si_si-results.csv
Distribution Based,ChEMBL__Joinable__assays_both_50_30_ec_ev,0.83,0.83,0.83,/Users/nahawandkired/Desktop/si_si-results.csv
Distribution Based,ChEMBL__Joinable__assays_both_50_50_ac1_ev,0.6,0.67,0.55,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Joinable__assays_both_50_50_ac2_ev,0.37,0.6,0.27,/Users/nahawandkired/Desktop/si_si-results.csv
Distribution Based,ChEMBL__Joinable__assays_both_50_50_ac3_ev,0.59,0.5,0.73,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Joinable__assays_both_50_50_ac4_ev,0.82,0.82,0.82,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Joinable__assays_both_50_50_ac5_ev,0.37,0.6,0.27,/Users/nahawandkired/Desktop/si_si-results.csv
Distribution Based,ChEMBL__Joinable__assays_both_50_50_ec_ev,0.74,0.88,0.64,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Joinable__assays_both_50_70_ac1_ev,0.1,0.2,0.06,/Users/nahawandkired/Desktop/si_si-results.csv
Distribution Based,ChEMBL__Joinable__assays_both_50_70_ac2_ev,0.42,0.62,0.31,/Users/nahawandkired/Desktop/si_si-results.csv
Distribution Based,ChEMBL__Joinable__assays_both_50_70_ac3_ev,0.53,0.57,0.5,/Users/nahawandkired/Desktop/si_si-results.csv
Distribution Based,ChEMBL__Joinable__assays_both_50_70_ac4_ev,0.75,0.75,0.75,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Joinable__assays_both_50_70_ac5_ev,0.67,0.65,0.69,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Joinable__assays_both_50_70_ec_ev,0.69,0.77,0.62,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Joinable__assays_vertical_1_ac1_ev,1.0,1.0,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Joinable__assays_vertical_1_ac2_ev,1.0,1.0,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Joinable__assays_vertical_1_ac3_ev,1.0,1.0,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Distribution Based,ChEMBL__Joinable__assays_vertical_1_ac4_ev,1.0,1.0,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Distribution Based,ChEMBL__Joinable__assays_vertical_1_ac5_ev,1.0,1.0,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Distribution Based,ChEMBL__Joinable__assays_vertical_1_ec_ev,1.0,1.0,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Joinable__assays_vertical_30_ac1_ev,0.86,0.75,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Joinable__assays_vertical_30_ac2_ev,0.83,0.83,0.83,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Joinable__assays_vertical_30_ac3_ev,1.0,1.0,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Joinable__assays_vertical_30_ac4_ev,0.91,1.0,0.83,/Users/nahawandkired/Desktop/si_si-results.csv
Distribution Based,ChEMBL__Joinable__assays_vertical_30_ac5_ev,0.83,0.83,0.83,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Joinable__assays_vertical_30_ec_ev,1.0,1.0,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Joinable__assays_vertical_50_ac1_ev,0.86,0.9,0.82,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Joinable__assays_vertical_50_ac2_ev,0.91,0.91,0.91,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Joinable__assays_vertical_50_ac3_ev,0.96,0.92,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Joinable__assays_vertical_50_ac4_ev,0.9,1.0,0.82,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Joinable__assays_vertical_50_ac5_ev,0.8,0.89,0.73,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Joinable__assays_vertical_50_ec_ev,0.87,0.83,0.91,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Joinable__assays_vertical_70_ac1_ev,0.08,0.12,0.06,/Users/nahawandkired/Desktop/si_si-results.csv
Distribution Based,ChEMBL__Joinable__assays_vertical_70_ac2_ev,0.75,0.75,0.75,/Users/nahawandkired/Desktop/si_si-results.csv
Distribution Based,ChEMBL__Joinable__assays_vertical_70_ac3_ev,0.9,0.93,0.88,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Joinable__assays_vertical_70_ac4_ev,0.94,0.94,0.94,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Joinable__assays_vertical_70_ac5_ev,0.21,0.23,0.19,/Users/nahawandkired/Desktop/si_si-results.csv
Distribution Based,ChEMBL__Joinable__assays_vertical_70_ec_ev,0.9,1.0,0.81,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Semantically-Joinable__assays_both_50_1_ac1_av,0.01,0.01,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Semantically-Joinable__assays_both_50_1_ac2_av,0.01,0.01,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Semantically-Joinable__assays_both_50_1_ac3_av,0.01,0.01,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Semantically-Joinable__assays_both_50_1_ac4_av,0.01,0.01,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Semantically-Joinable__assays_both_50_1_ac5_av,0.01,0.01,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Semantically-Joinable__assays_both_50_1_ec_av,0.01,0.01,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Semantically-Joinable__assays_both_50_30_ac1_av,0.25,0.5,0.17,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Semantically-Joinable__assays_both_50_30_ac2_av,0.36,0.4,0.33,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Semantically-Joinable__assays_both_50_30_ac3_av,0.25,0.5,0.17,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Semantically-Joinable__assays_both_50_30_ac4_av,0.22,0.33,0.17,/Users/nahawandkired/Desktop/si_si-results.csv
Distribution Based,ChEMBL__Semantically-Joinable__assays_both_50_30_ac5_av,0.4,0.5,0.33,/Users/nahawandkired/Desktop/si_si-results.csv
Distribution Based,ChEMBL__Semantically-Joinable__assays_both_50_30_ec_av,0.06,0.03,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Semantically-Joinable__assays_both_50_50_ac1_av,0.07,0.04,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Semantically-Joinable__assays_both_50_50_ac2_av,0.15,0.5,0.09,/Users/nahawandkired/Desktop/si_si-results.csv
Distribution Based,ChEMBL__Semantically-Joinable__assays_both_50_50_ac3_av,0.29,0.67,0.18,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Semantically-Joinable__assays_both_50_50_ac4_av,0.29,0.67,0.18,/Users/nahawandkired/Desktop/si_si-results.csv
Distribution Based,ChEMBL__Semantically-Joinable__assays_both_50_50_ac5_av,0.4,0.75,0.27,/Users/nahawandkired/Desktop/si_si-results.csv
Distribution Based,ChEMBL__Semantically-Joinable__assays_both_50_50_ec_av,0.38,0.6,0.27,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Semantically-Joinable__assays_both_50_70_ac1_av,0.42,0.62,0.31,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Semantically-Joinable__assays_both_50_70_ac2_av,0.35,0.57,0.25,/Users/nahawandkired/Desktop/si_si-results.csv
Distribution Based,ChEMBL__Semantically-Joinable__assays_both_50_70_ac3_av,0.48,0.67,0.38,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Semantically-Joinable__assays_both_50_70_ac4_av,0.36,0.67,0.25,/Users/nahawandkired/Desktop/si_si-results.csv
Distribution Based,ChEMBL__Semantically-Joinable__assays_both_50_70_ac5_av,0.08,0.04,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Semantically-Joinable__assays_both_50_70_ec_av,0.42,0.41,0.44,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Semantically-Joinable__assays_vertical_1_ac1_av,1.0,1.0,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Semantically-Joinable__assays_vertical_1_ac2_av,1.0,1.0,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Distribution Based,ChEMBL__Semantically-Joinable__assays_vertical_1_ac3_av,1.0,1.0,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
Distribution Based,ChEMBL__Semantically-Joinable__assays_vertical_1_ac4_av,1.0,1.0,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
