method,method_raw,pair_id,pair_id_raw,f1_all_to_all,precision_all_to_all,recall_all_to_all,runtime,scenario,source,dataset_group,relation_group
MetaMatch,rf,OpenData__View -Unionable__miller2_both_0_50_ac5_av,OpenData__View -Unionable__miller2_both_0_50_ac5_av,0.5869883040935672,0.8073489010989011,0.5333333333333333,,threshold_opt_pairf1_train_fast_grid001_strict_gt,/Users/nahawandkired/Documents/metamatch/outputs/exp_occidata/reports/meeting_baselines_vs_metamatch/metaspace_61_classifiers_notebook/metaspace_61_classifiers_row_scores.parquet,OpenData,View-Unionable
ISResMat,ISResMat,OpenData__View -Unionable__miller2_both_0_50_ac1_ev,miller2_both_0_50_ac1_ev_source.csv,0.5862068965517241,0.5151515151515151,0.68,152.69713950157166,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,View-Unionable
ISResMat,ISResMat,OpenData__View -Unionable__miller2_both_0_30_ac4_ev,miller2_both_0_30_ac4_ev_source.csv,0.5853658536585367,0.4615384615384615,0.8,125.52902626991272,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,View-Unionable
COMA,Coma,OpenData__Semantically-Joinable__miller2_vertical_30_ac4_av,miller2_vertical_30_ac4_av_source.csv,0.5833333333333334,0.7777777777777778,0.4666666666666667,2.5512444972991943,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Semantically-Joinable
ISResMat,ISResMat,ChEMBL__Joinable__assays_both_50_50_ac2_ev,assays_both_50_50_ac2_ev_source.csv,0.5833333333333334,0.5384615384615384,0.6363636363636364,129.52367305755615,,/Users/nahawandkired/Desktop/si_si-results4.csv,ChEMBL,Joinable
COMA,Coma,OpenData__Joinable__miller2_vertical_30_ac2_ev,miller2_vertical_30_ac2_ev_source.csv,0.5833333333333334,0.7777777777777778,0.4666666666666667,2.582080841064453,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Joinable
ISResMat,ISResMat,ChEMBL__Semantically-Joinable__assays_both_50_50_ac2_av,assays_both_50_50_ac2_av_source.csv,0.5833333333333334,0.5384615384615384,0.6363636363636364,145.176415681839,,/Users/nahawandkired/Desktop/si_si-results4.csv,ChEMBL,Semantically-Joinable
ISResMat,ISResMat,ChEMBL__Joinable__assays_both_50_50_ac3_ev,assays_both_50_50_ac3_ev_source.csv,0.5833333333333334,0.5384615384615384,0.6363636363636364,104.28137063980104,,/Users/nahawandkired/Desktop/si_si-results4.csv,ChEMBL,Joinable
COMA,Coma,ChEMBL__Semantically-Joinable__assays_both_50_70_ac2_av,assays_both_50_70_ac2_av_source.csv,0.5833333333333334,0.875,0.4375,1.5991482734680176,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,Semantically-Joinable
COMA++,Coma++,ChEMBL__Semantically-Joinable__assays_both_50_70_ac2_av,assays_both_50_70_ac2_av_source.csv,0.5833333333333334,0.875,0.4375,47.85196614265442,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,Semantically-Joinable
MagnetoFT,MagnetoFT,OpenData__Joinable__miller2_vertical_30_ac4_ev,miller2_vertical_30_ac4_ev_source.csv,0.5833333333333333,0.4242424242424242,0.9333333333333332,13.79865312576294,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,Joinable
Magneto,Magneto,OpenData__Joinable__miller2_vertical_30_ac4_ev,miller2_vertical_30_ac4_ev_source.csv,0.5833333333333333,0.4242424242424242,0.9333333333333332,13.472861528396606,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,Joinable
MagnetoGPT,MagnetoGPT,OpenData__View -Unionable__miller2_both_0_30_ac2_ev,miller2_both_0_30_ac2_ev_source.csv,0.5833333333333333,0.4242424242424242,0.9333333333333332,12.155726909637451,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,View-Unionable
MagnetoGPT,MagnetoGPT,OpenData__Semantically-Joinable__miller2_vertical_30_ec_av,miller2_vertical_30_ec_av_source.csv,0.5833333333333333,0.4242424242424242,0.9333333333333332,14.426501750946043,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,Semantically-Joinable
MagnetoGPT,MagnetoGPT,OpenData__Semantically-Joinable__miller2_both_50_30_ec_av,miller2_both_50_30_ec_av_source.csv,0.5833333333333333,0.4242424242424242,0.9333333333333332,14.864961624145508,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,Semantically-Joinable
MagnetoGPT,MagnetoGPT,OpenData__View -Unionable__miller2_both_0_30_ec_ev,miller2_both_0_30_ec_ev_source.csv,0.5833333333333333,0.4242424242424242,0.9333333333333332,11.49997067451477,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,View-Unionable
Magneto,Magneto,OpenData__Semantically-Joinable__miller2_vertical_30_ec_av,miller2_vertical_30_ec_av_source.csv,0.5833333333333333,0.4242424242424242,0.9333333333333332,16.69122314453125,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,Semantically-Joinable
ISResMat,ISResMat,OpenData__Joinable__miller2_vertical_30_ac3_ev,miller2_vertical_30_ac3_ev_source.csv,0.5833333333333333,0.4242424242424242,0.9333333333333332,112.87437987327576,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Joinable
MagnetoFTGPT,MagnetoFTGPT,OpenData__Semantically-Joinable__miller2_vertical_30_ec_av,miller2_vertical_30_ec_av_source.csv,0.5833333333333333,0.4242424242424242,0.9333333333333332,14.403334617614746,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,Semantically-Joinable
MagnetoFTGPT,MagnetoFTGPT,OpenData__View -Unionable__miller2_both_0_30_ac2_ev,miller2_both_0_30_ac2_ev_source.csv,0.5833333333333333,0.4242424242424242,0.9333333333333332,13.05150556564331,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,View-Unionable
MagnetoFTGPT,MagnetoFTGPT,OpenData__View -Unionable__miller2_both_0_30_ec_ev,miller2_both_0_30_ec_ev_source.csv,0.5833333333333333,0.4242424242424242,0.9333333333333332,13.356034517288208,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,View-Unionable
MetaMatch,rf,OpenData__Semantically-Joinable__miller2_vertical_1_ac4_av,OpenData__Semantically-Joinable__miller2_vertical_1_ac4_av,0.5833333333333333,0.4166666666666666,1.0,,threshold_opt_pairf1_train_fast_grid001_strict_gt,/Users/nahawandkired/Documents/metamatch/outputs/exp_occidata/reports/meeting_baselines_vs_metamatch/metaspace_61_classifiers_notebook/metaspace_61_classifiers_row_scores.parquet,OpenData,Semantically-Joinable
MagnetoFTGPT,MagnetoFTGPT,OpenData__Semantically-Joinable__miller2_both_50_30_ec_av,miller2_both_50_30_ec_av_source.csv,0.5833333333333333,0.4242424242424242,0.9333333333333332,14.72934603691101,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,Semantically-Joinable
MagnetoFT,MagnetoFT,OpenData__Semantically-Joinable__miller2_vertical_30_ec_av,miller2_vertical_30_ec_av_source.csv,0.5833333333333333,0.4242424242424242,0.9333333333333332,14.446672439575195,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,Semantically-Joinable
ISResMat,ISResMat,OpenData__Joinable__miller2_vertical_50_ec_ev,miller2_vertical_50_ec_ev_source.csv,0.5806451612903226,0.4864864864864865,0.72,140.57547187805176,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Joinable
COMA++,Coma++,TPC-DI__Unionable__prospect_horizontal_50_ac4_av,prospect_horizontal_50_ac4_av_source.csv,0.5806451612903226,1.0,0.4090909090909091,209.50178480148315,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Unionable
COMA++,Coma++,TPC-DI__Unionable__prospect_horizontal_50_ac5_ev,prospect_horizontal_50_ac5_ev_source.csv,0.5806451612903226,1.0,0.4090909090909091,199.84212970733645,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Unionable
COMA++,Coma++,TPC-DI__Unionable__prospect_horizontal_50_ac5_av,prospect_horizontal_50_ac5_av_source.csv,0.5806451612903226,1.0,0.4090909090909091,221.93510341644287,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Unionable
Magneto,,OpenData__Joinable__miller2_vertical_50_ac2_ev,,0.5806451612903226,0.4864864864864865,0.72,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,OpenData,Joinable
COMA++,Coma++,TPC-DI__Unionable__prospect_horizontal_100_ac5_av,prospect_horizontal_100_ac5_av_source.csv,0.5806451612903226,1.0,0.4090909090909091,201.8962366580963,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Unionable
ISResMat,ISResMat,OpenData__Joinable__miller2_vertical_50_ac3_ev,miller2_vertical_50_ac3_ev_source.csv,0.5806451612903226,0.4864864864864865,0.72,151.4654097557068,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Joinable
COMA++,Coma++,TPC-DI__Unionable__prospect_horizontal_100_ac4_ev,prospect_horizontal_100_ac4_ev_source.csv,0.5806451612903226,1.0,0.4090909090909091,214.53531765937805,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Unionable
COMA++,Coma++,TPC-DI__Unionable__prospect_horizontal_0_ac5_ev,prospect_horizontal_0_ac5_ev_source.csv,0.5806451612903226,1.0,0.4090909090909091,220.55801463127136,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Unionable
COMA++,Coma++,TPC-DI__Unionable__prospect_horizontal_0_ac5_av,prospect_horizontal_0_ac5_av_source.csv,0.5806451612903226,1.0,0.4090909090909091,210.318208694458,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Unionable
COMA++,Coma++,TPC-DI__Unionable__prospect_horizontal_0_ac4_ev,prospect_horizontal_0_ac4_ev_source.csv,0.5806451612903226,1.0,0.4090909090909091,188.67119312286377,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Unionable
COMA++,Coma++,TPC-DI__Unionable__prospect_horizontal_0_ac4_av,prospect_horizontal_0_ac4_av_source.csv,0.5806451612903226,1.0,0.4090909090909091,203.50629711151123,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Unionable
ISResMat,,ChEMBL__View-Unionable__assays_both_0_70_ac3_ev,,0.5806451612903226,0.6,0.5625,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,View-Unionable
ISResMat,ISResMat,OpenData__Joinable__miller2_both_50_50_ec_ev,miller2_both_50_50_ec_ev_source.csv,0.5806451612903226,0.4864864864864865,0.72,155.9816129207611,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Joinable
COMA++,Coma++,TPC-DI__Unionable__prospect_horizontal_100_ac5_ev,prospect_horizontal_100_ac5_ev_source.csv,0.5806451612903226,1.0,0.4090909090909091,220.2053577899933,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Unionable
COMA++,Coma++,TPC-DI__Unionable__prospect_horizontal_100_ac4_av,prospect_horizontal_100_ac4_av_source.csv,0.5806451612903226,1.0,0.4090909090909091,199.13586282730105,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Unionable
Similarity Flooding,SimilarityFlooding,TPC-DI__View-Unionable__prospect_both_0_70_ac5_ev,prospect_both_0_70_ac5_ev_source.csv,0.5806451612903225,0.5625,0.6,0.860849142074585,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,View-Unionable
ISResMat,ISResMat,TPC-DI__Semantically-Joinable__prospect_both_50_70_ac5_av,prospect_both_50_70_ac5_av_source.csv,0.5806451612903225,0.5625,0.6,12.400531768798828,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Semantically-Joinable
ISResMat,ISResMat,ChEMBL__Semantically-Joinable__assays_vertical_70_ac1_av,assays_vertical_70_ac1_av_source.csv,0.5806451612903225,0.6,0.5625,160.04482674598694,,/Users/nahawandkired/Desktop/si_si-results4.csv,ChEMBL,Semantically-Joinable
ISResMat,ISResMat,OpenData__Joinable__miller2_both_50_70_ac3_ev,miller2_both_50_70_ac3_ev_source.csv,0.5789473684210527,0.5365853658536586,0.6285714285714286,186.97535943984985,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Joinable
ISResMat,ISResMat,OpenData__View -Unionable__miller2_both_0_70_ec_ev,miller2_both_0_70_ec_ev_source.csv,0.5789473684210527,0.5365853658536586,0.6285714285714286,164.69460320472717,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,View-Unionable
Distribution Based,,TPC-DI__Semantically-Joinable__prospect_both_50_70_ac5_av,,0.5789473684210527,0.4782608695652174,0.7333333333333333,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,Semantically-Joinable
COMA++,Coma++,OpenData__Semantically-Joinable__miller2_vertical_50_ac2_av,miller2_vertical_50_ac2_av_source.csv,0.5789473684210525,0.8461538461538461,0.44,286.2410900592804,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Semantically-Joinable
Distribution Based,,ChEMBL__Unionable__assays_horizontal_100_ac1_av,,0.5769230769230769,0.5172413793103449,0.6521739130434783,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Unionable
Magneto,,OpenData__Joinable__miller2_vertical_50_ac3_ev,,0.5757575757575758,0.4634146341463415,0.76,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,OpenData,Joinable
MetaMatch,rf,TPC-DI__View-Unionable__prospect_both_0_50_ac1_av,TPC-DI__View-Unionable__prospect_both_0_50_ac1_av,0.5716273849607183,0.524621212121212,0.6363636363636364,,threshold_opt_pairf1_train_fast_grid001_strict_gt,/Users/nahawandkired/Documents/metamatch/outputs/exp_occidata/reports/meeting_baselines_vs_metamatch/metaspace_61_classifiers_notebook/metaspace_61_classifiers_row_scores.parquet,TPC-DI,View-Unionable
COMA++,Coma++,OpenData__View -Unionable__miller2_both_0_70_ac2_av,miller2_both_0_70_ac2_av_source.csv,0.5714285714285715,1.0,0.4,365.2683107852936,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,View-Unionable
COMA,Coma,TPC-DI__Joinable__prospect_both_50_70_ac5_ev,prospect_both_50_70_ac5_ev_source.csv,0.5714285714285715,1.0,0.4,1.7570044994354248,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Joinable
COMA,Coma,TPC-DI__Joinable__prospect_vertical_70_ac5_ev,prospect_vertical_70_ac5_ev_source.csv,0.5714285714285715,1.0,0.4,1.7002055644989014,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Joinable
Distribution Based,Distribution,Magellan__dblp_scholar,dblp_scholar_source.csv,0.5714285714285715,1.0,0.4,7.533540487289429,,/Users/nahawandkired/Desktop/si_si-results.csv,Magellan,Real-world
MagnetoFTGPT,,ChEMBL__View-Unionable__assays_both_0_30_ac2_av,,0.5714285714285715,0.5,0.6666666666666666,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,View-Unionable
COMA++,Coma++,OpenData__Semantically-Joinable__miller2_vertical_50_ac4_av,miller2_vertical_50_ac4_av_source.csv,0.5714285714285715,1.0,0.4,268.74821281433105,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Semantically-Joinable
COMA,Coma,TPC-DI__View-Unionable__prospect_both_0_70_ac5_ev,prospect_both_0_70_ac5_ev_source.csv,0.5714285714285715,1.0,0.4,1.6326258182525637,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,View-Unionable
ISResMat,ISResMat,OpenData__View -Unionable__miller2_both_0_70_ac5_ev,miller2_both_0_70_ac5_ev_source.csv,0.5714285714285715,0.5238095238095238,0.6285714285714286,161.23806524276733,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,View-Unionable
MagnetoGPT,,ChEMBL__View-Unionable__assays_both_0_30_ac4_av,,0.5714285714285715,0.5,0.6666666666666666,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,View-Unionable
COMA,Coma,OpenData__View -Unionable__miller2_both_0_50_ac3_ev,miller2_both_0_50_ac3_ev_source.csv,0.5714285714285715,1.0,0.4,2.5197315216064453,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,View-Unionable
COMA++,Coma++,TPC-DI__View-Unionable__prospect_both_0_70_ac5_ev,prospect_both_0_70_ac5_ev_source.csv,0.5714285714285715,1.0,0.4,147.40596103668213,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,View-Unionable
COMA++,Coma++,TPC-DI__Semantically-Joinable__prospect_both_50_70_ac5_av,prospect_both_50_70_ac5_av_source.csv,0.5714285714285715,1.0,0.4,176.1672878265381,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Semantically-Joinable
COMA++,Coma++,TPC-DI__Joinable__prospect_both_50_70_ac4_ev,prospect_both_50_70_ac4_ev_source.csv,0.5714285714285715,1.0,0.4,138.26238417625427,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Joinable
COMA++,Coma++,TPC-DI__View-Unionable__prospect_both_0_70_ac5_av,prospect_both_0_70_ac5_av_source.csv,0.5714285714285715,1.0,0.4,132.7398979663849,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,View-Unionable
COMA++,Coma++,OpenData__Semantically-Joinable__miller2_vertical_70_ac2_av,miller2_vertical_70_ac2_av_source.csv,0.5714285714285715,1.0,0.4,346.7428550720215,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Semantically-Joinable
COMA++,Coma++,OpenData__Semantically-Joinable__miller2_vertical_50_ac3_av,miller2_vertical_50_ac3_av_source.csv,0.5714285714285715,1.0,0.4,278.0392372608185,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Semantically-Joinable
COMA++,Coma++,OpenData__View -Unionable__miller2_both_0_70_ac4_ev,miller2_both_0_70_ac4_ev_source.csv,0.5714285714285715,1.0,0.4,384.2125327587128,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,View-Unionable
Magneto,Magneto,OpenData__View -Unionable__miller2_both_0_50_ac3_ev,miller2_both_0_50_ac3_ev_source.csv,0.5714285714285714,0.4736842105263157,0.72,12.950347661972046,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,View-Unionable
MagnetoFTGPT,MagnetoFTGPT,OpenData__View -Unionable__miller2_both_0_50_ac3_ev,miller2_both_0_50_ac3_ev_source.csv,0.5714285714285714,0.4736842105263157,0.72,12.9313805103302,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,View-Unionable
ISResMat,,ChEMBL__View-Unionable__assays_both_0_30_ac2_ev,,0.5714285714285714,0.5,0.6666666666666666,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,View-Unionable
Magneto,Magneto,OpenData__View -Unionable__miller2_both_0_50_ac4_ev,miller2_both_0_50_ac4_ev_source.csv,0.5714285714285714,0.4736842105263157,0.72,12.765790700912476,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,View-Unionable
ISResMat,,ChEMBL__View-Unionable__assays_both_0_30_ac5_ev,,0.5714285714285714,0.5,0.6666666666666666,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,View-Unionable
Magneto,Magneto,ChEMBL__View-Unionable__assays_both_0_50_ac3_av,assays_both_0_50_ac3_av_source.csv,0.5714285714285714,0.4705882352941176,0.7272727272727273,8.494818687438965,,/Users/nahawandkired/Desktop/si_si-magneto.csv,ChEMBL,View-Unionable
ISResMat,,TPC-DI__View-Unionable__prospect_both_0_70_ac1_av,,0.5714285714285714,0.6153846153846154,0.5333333333333333,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,View-Unionable
ISResMat,,ChEMBL__Semantically-Joinable__assays_vertical_70_ac5_av,,0.5714285714285714,0.5263157894736842,0.625,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Semantically-Joinable
ISResMat,,TPC-DI__Semantically-Joinable__prospect_vertical_30_ac5_av,,0.5714285714285714,0.5,0.6666666666666666,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,Semantically-Joinable
MagnetoFTGPT,MagnetoFTGPT,OpenData__View -Unionable__miller2_both_0_50_ac4_ev,miller2_both_0_50_ac4_ev_source.csv,0.5714285714285714,0.4736842105263157,0.72,12.967790842056274,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,View-Unionable
Magneto,Magneto,OpenData__Joinable__miller2_both_50_50_ac2_ev,miller2_both_50_50_ac2_ev_source.csv,0.5714285714285714,0.4736842105263157,0.72,13.344310998916626,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,Joinable
Distribution Based,,TPC-DI__Semantically-Joinable__prospect_both_50_50_ac1_av,,0.5714285714285714,0.4705882352941176,0.7272727272727273,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,Semantically-Joinable
MagnetoGPT,MagnetoGPT,OpenData__View -Unionable__miller2_both_0_50_ac4_ev,miller2_both_0_50_ac4_ev_source.csv,0.5714285714285714,0.4736842105263157,0.72,12.794858932495115,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,View-Unionable
MagnetoGPT,MagnetoGPT,OpenData__View -Unionable__miller2_both_0_50_ac3_ev,miller2_both_0_50_ac3_ev_source.csv,0.5714285714285714,0.4736842105263157,0.72,12.986209154129028,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,View-Unionable
MagnetoFT,,ChEMBL__Semantically-Joinable__assays_vertical_50_ac5_av,,0.5714285714285714,0.4705882352941176,0.7272727272727273,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Semantically-Joinable
MagnetoFT,MagnetoFT,OpenData__View -Unionable__miller2_both_0_50_ac3_ev,miller2_both_0_50_ac3_ev_source.csv,0.5714285714285714,0.4736842105263157,0.72,12.937598466873167,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,View-Unionable
Magneto,Magneto,OpenData__Joinable__miller2_both_50_50_ac3_ev,miller2_both_50_50_ac3_ev_source.csv,0.5714285714285714,0.4736842105263157,0.72,12.919235706329346,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,Joinable
