method,method_raw,pair_id,pair_id_raw,f1_all_to_all,precision_all_to_all,recall_all_to_all,runtime,scenario,source,dataset_group,relation_group
LLMATCH,LLMatch-llm,ChEMBL__Unionable__assays_horizontal_0_ec_ev,assays_horizontal_0_ec_ev,1.0,1.0,1.0,17.59520387649536,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Unionable
MagnetoFT,,OpenData__View -Unionable__miller2_both_0_70_ec_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,OpenData,View-Unionable
ISResMat,,TPC-DI__Semantically-Joinable__prospect_vertical_1_ec_av,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,Semantically-Joinable
MagnetoFT,,OpenData__View -Unionable__miller2_both_0_70_ec_av,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,OpenData,View-Unionable
MagnetoFT,,OpenData__View -Unionable__miller2_both_0_50_ec_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,OpenData,View-Unionable
MagnetoFT,,OpenData__View -Unionable__miller2_both_0_50_ec_av,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,OpenData,View-Unionable
MagnetoFT,,OpenData__View -Unionable__miller2_both_0_30_ec_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,OpenData,View-Unionable
MetaMatch,rf,OpenData__Unionable__miller2_horizontal_100_ec_av,OpenData__Unionable__miller2_horizontal_100_ec_av,1.0,1.0,1.0,,threshold_opt_pairf1_train_fast_grid001_strict_gt,/Users/nahawandkired/Documents/metamatch/outputs/exp_occidata/reports/meeting_baselines_vs_metamatch/metaspace_61_classifiers_notebook/metaspace_61_classifiers_row_scores.parquet,OpenData,Unionable
SMUTF,,ChEMBL__Joinable__assays_vertical_70_ac2_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
MagnetoFT,,OpenData__View -Unionable__miller2_both_0_30_ec_av,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,OpenData,View-Unionable
ISResMat,,TPC-DI__View-Unionable__prospect_both_0_1_ec_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,View-Unionable
MetaMatch,rf,TPC-DI__Semantically-Joinable__prospect_vertical_1_ec_av,TPC-DI__Semantically-Joinable__prospect_vertical_1_ec_av,1.0,1.0,1.0,,threshold_opt_pairf1_train_fast_grid001_strict_gt,/Users/nahawandkired/Documents/metamatch/outputs/exp_occidata/reports/meeting_baselines_vs_metamatch/metaspace_61_classifiers_notebook/metaspace_61_classifiers_row_scores.parquet,TPC-DI,Semantically-Joinable
MagnetoFT,,OpenData__View -Unionable__miller2_both_0_1_ac2_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,OpenData,View-Unionable
MagnetoFT,,OpenData__View -Unionable__miller2_both_0_1_ac1_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,OpenData,View-Unionable
MagnetoFT,,OpenData__View -Unionable__miller2_both_0_1_ac1_av,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,OpenData,View-Unionable
MagnetoFT,MagnetoFT,OpenData__Unionable__miller2_horizontal_50_ec_ev,miller2_horizontal_50_ec_ev_source.csv,1.0,1.0,1.0,16.838094472885132,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,Unionable
Similarity Flooding,SimilarityFlooding,OpenData__Unionable__miller2_horizontal_50_ec_av,miller2_horizontal_50_ec_av_source.csv,1.0,1.0,1.0,13.6325044631958,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Unionable
MetaMatch,rf,OpenData__Unionable__miller2_horizontal_100_ec_ev,OpenData__Unionable__miller2_horizontal_100_ec_ev,1.0,1.0,1.0,,threshold_opt_pairf1_train_fast_grid001_strict_gt,/Users/nahawandkired/Documents/metamatch/outputs/exp_occidata/reports/meeting_baselines_vs_metamatch/metaspace_61_classifiers_notebook/metaspace_61_classifiers_row_scores.parquet,OpenData,Unionable
MetaMatch,rf,TPC-DI__Semantically-Joinable__prospect_vertical_1_ac4_av,TPC-DI__Semantically-Joinable__prospect_vertical_1_ac4_av,1.0,1.0,1.0,,threshold_opt_pairf1_train_fast_grid001_strict_gt,/Users/nahawandkired/Documents/metamatch/outputs/exp_occidata/reports/meeting_baselines_vs_metamatch/metaspace_61_classifiers_notebook/metaspace_61_classifiers_row_scores.parquet,TPC-DI,Semantically-Joinable
Similarity Flooding,SimilarityFlooding,OpenData__Unionable__miller2_horizontal_50_ec_ev,miller2_horizontal_50_ec_ev_source.csv,1.0,1.0,1.0,13.580677032470703,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Unionable
MetaMatch,rf,TPC-DI__Semantically-Joinable__prospect_vertical_1_ac3_av,TPC-DI__Semantically-Joinable__prospect_vertical_1_ac3_av,1.0,1.0,1.0,,threshold_opt_pairf1_train_fast_grid001_strict_gt,/Users/nahawandkired/Documents/metamatch/outputs/exp_occidata/reports/meeting_baselines_vs_metamatch/metaspace_61_classifiers_notebook/metaspace_61_classifiers_row_scores.parquet,TPC-DI,Semantically-Joinable
ISResMat,,TPC-DI__Joinable__prospect_both_50_30_ec_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,Joinable
COMA++,Coma++,TPC-DI__Joinable__prospect_both_50_30_ac1_ev,prospect_both_50_30_ac1_ev_source.csv,1.0,1.0,1.0,65.54903483390808,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Joinable
MetaMatch,rf,OpenData__Unionable__miller2_horizontal_50_ac1_ev,OpenData__Unionable__miller2_horizontal_50_ac1_ev,1.0,1.0,1.0,,threshold_opt_pairf1_train_fast_grid001_strict_gt,/Users/nahawandkired/Documents/metamatch/outputs/exp_occidata/reports/meeting_baselines_vs_metamatch/metaspace_61_classifiers_notebook/metaspace_61_classifiers_row_scores.parquet,OpenData,Unionable
ISResMat,,TPC-DI__Joinable__prospect_vertical_1_ac1_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,Joinable
ISResMat,,TPC-DI__Joinable__prospect_vertical_1_ac2_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,Joinable
ISResMat,,TPC-DI__Joinable__prospect_vertical_1_ac3_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,Joinable
ISResMat,,TPC-DI__Joinable__prospect_vertical_1_ac4_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,Joinable
ISResMat,,TPC-DI__Joinable__prospect_vertical_1_ac5_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,Joinable
ISResMat,,TPC-DI__Joinable__prospect_vertical_1_ec_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,Joinable
ISResMat,,TPC-DI__Joinable__prospect_vertical_30_ac4_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,Joinable
SMUTF,,ChEMBL__Semantically-Joinable__assays_both_50_30_ec_av,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Semantically-Joinable
ISResMat,,TPC-DI__Semantically-Joinable__prospect_both_50_1_ec_av,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,Semantically-Joinable
MetaMatch,rf,TPC-DI__Semantically-Joinable__prospect_vertical_1_ac1_av,TPC-DI__Semantically-Joinable__prospect_vertical_1_ac1_av,1.0,1.0,1.0,,threshold_opt_pairf1_train_fast_grid001_strict_gt,/Users/nahawandkired/Documents/metamatch/outputs/exp_occidata/reports/meeting_baselines_vs_metamatch/metaspace_61_classifiers_notebook/metaspace_61_classifiers_row_scores.parquet,TPC-DI,Semantically-Joinable
MetaMatch,rf,TPC-DI__Semantically-Joinable__prospect_vertical_1_ac2_av,TPC-DI__Semantically-Joinable__prospect_vertical_1_ac2_av,1.0,1.0,1.0,,threshold_opt_pairf1_train_fast_grid001_strict_gt,/Users/nahawandkired/Documents/metamatch/outputs/exp_occidata/reports/meeting_baselines_vs_metamatch/metaspace_61_classifiers_notebook/metaspace_61_classifiers_row_scores.parquet,TPC-DI,Semantically-Joinable
SMUTF,,ChEMBL__Semantically-Joinable__assays_both_50_1_ec_av,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Semantically-Joinable
MagnetoFT,MagnetoFT,OpenData__Unionable__miller2_horizontal_50_ec_av,miller2_horizontal_50_ec_av_source.csv,1.0,1.0,1.0,18.45893120765686,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,Unionable
SMUTF,,ChEMBL__Joinable__assays_vertical_50_ac3_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
MagnetoFTGPT,,ChEMBL__Semantically-Joinable__assays_both_50_30_ec_av,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Semantically-Joinable
LLMATCH,LLMatch-llm,ChEMBL__Joinable__assays_vertical_70_ac4_ev,assays_vertical_70_ac4_ev,1.0,1.0,1.0,12.950261354446411,instance-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Joinable
LLMATCH,LLMatch-llm,ChEMBL__Semantically-Joinable__assays_both_50_30_ac1_av,assays_both_50_30_ac1_av,1.0,1.0,1.0,10.62693977355957,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Semantically-Joinable
LLMATCH,LLMatch-llm,ChEMBL__Semantically-Joinable__assays_both_50_30_ac3_av,assays_both_50_30_ac3_av,1.0,1.0,1.0,9.976516008377075,instance-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Semantically-Joinable
LLMATCH,LLMatch-llm,ChEMBL__Semantically-Joinable__assays_both_50_30_ac5_av,assays_both_50_30_ac5_av,1.0,1.0,1.0,10.44192099571228,schema-instance,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Semantically-Joinable
LLMATCH,LLMatch-llm,ChEMBL__Semantically-Joinable__assays_both_50_30_ec_av,assays_both_50_30_ec_av,1.0,1.0,1.0,9.796322107315063,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Semantically-Joinable
LLMATCH,LLMatch-llm,ChEMBL__Semantically-Joinable__assays_both_50_50_ac1_av,assays_both_50_50_ac1_av,1.0,1.0,1.0,13.473049879074097,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Semantically-Joinable
LLMATCH,LLMatch-llm,ChEMBL__Semantically-Joinable__assays_both_50_50_ac5_av,assays_both_50_50_ac5_av,1.0,1.0,1.0,13.472983837127686,instance-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Semantically-Joinable
LLMATCH,LLMatch-llm,ChEMBL__Semantically-Joinable__assays_both_50_50_ec_av,assays_both_50_50_ec_av,1.0,1.0,1.0,14.88652491569519,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Semantically-Joinable
MetaMatch,rf,OpenData__Unionable__miller2_horizontal_100_ac1_av,OpenData__Unionable__miller2_horizontal_100_ac1_av,1.0,1.0,1.0,,threshold_opt_pairf1_train_fast_grid001_strict_gt,/Users/nahawandkired/Documents/metamatch/outputs/exp_occidata/reports/meeting_baselines_vs_metamatch/metaspace_61_classifiers_notebook/metaspace_61_classifiers_row_scores.parquet,OpenData,Unionable
MetaMatch,rf,OpenData__Unionable__miller2_horizontal_0_ec_ev,OpenData__Unionable__miller2_horizontal_0_ec_ev,1.0,1.0,1.0,,threshold_opt_pairf1_train_fast_grid001_strict_gt,/Users/nahawandkired/Documents/metamatch/outputs/exp_occidata/reports/meeting_baselines_vs_metamatch/metaspace_61_classifiers_notebook/metaspace_61_classifiers_row_scores.parquet,OpenData,Unionable
LLMATCH,LLMatch-llm,ChEMBL__Semantically-Joinable__assays_both_50_70_ac1_av,assays_both_50_70_ac1_av,1.0,1.0,1.0,14.872315883636476,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Semantically-Joinable
LLMATCH,LLMatch-llm,ChEMBL__Semantically-Joinable__assays_both_50_70_ac5_av,assays_both_50_70_ac5_av,1.0,1.0,1.0,17.131611824035645,instance-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Semantically-Joinable
LLMATCH,LLMatch-llm,ChEMBL__Semantically-Joinable__assays_both_50_70_ec_av,assays_both_50_70_ec_av,1.0,1.0,1.0,15.782751083374023,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Semantically-Joinable
MagnetoFT,MagnetoFT,OpenData__Unionable__miller2_horizontal_50_ac1_ev,miller2_horizontal_50_ac1_ev_source.csv,1.0,1.0,1.0,17.487261295318604,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,Unionable
MagnetoFT,MagnetoFT,OpenData__Unionable__miller2_horizontal_50_ac1_av,miller2_horizontal_50_ac1_av_source.csv,1.0,1.0,1.0,18.24370241165161,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,Unionable
LLMATCH,LLMatch-llm,ChEMBL__Semantically-Joinable__assays_vertical_30_ac4_av,assays_vertical_30_ac4_av,1.0,1.0,1.0,14.510090112686155,schema-instance,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Semantically-Joinable
LLMATCH,LLMatch-llm,ChEMBL__Joinable__assays_vertical_70_ec_ev,assays_vertical_70_ec_ev,1.0,1.0,1.0,13.916106939315796,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Joinable
LLMATCH,LLMatch-llm,ChEMBL__Joinable__assays_vertical_70_ac3_ev,assays_vertical_70_ac3_ev,1.0,1.0,1.0,13.59708285331726,instance-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Joinable
LLMATCH,LLMatch-llm,ChEMBL__Joinable__assays_both_50_50_ac1_ev,assays_both_50_50_ac1_ev,1.0,1.0,1.0,9.687835931777954,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Joinable
LLMATCH,LLMatch-llm,ChEMBL__Joinable__assays_vertical_70_ac2_ev,assays_vertical_70_ac2_ev,1.0,1.0,1.0,11.580169200897217,instance-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Joinable
LLMATCH,LLMatch-llm,ChEMBL__Joinable__assays_both_50_50_ec_ev,assays_both_50_50_ec_ev,1.0,1.0,1.0,10.431777000427246,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Joinable
LLMATCH,LLMatch-llm,ChEMBL__Joinable__assays_both_50_70_ac1_ev,assays_both_50_70_ac1_ev,1.0,1.0,1.0,13.763345956802368,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Joinable
LLMATCH,LLMatch-llm,ChEMBL__Joinable__assays_both_50_70_ec_ev,assays_both_50_70_ec_ev,1.0,1.0,1.0,10.27326488494873,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Joinable
LLMATCH,LLMatch-llm,ChEMBL__Joinable__assays_vertical_30_ac1_ev,assays_vertical_30_ac1_ev,1.0,1.0,1.0,7.231560945510864,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Joinable
LLMATCH,LLMatch-llm,ChEMBL__Joinable__assays_vertical_30_ac2_ev,assays_vertical_30_ac2_ev,1.0,1.0,1.0,10.944807767868042,instance-instance,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Joinable
LLMATCH,LLMatch-llm,ChEMBL__Joinable__assays_vertical_30_ac3_ev,assays_vertical_30_ac3_ev,1.0,1.0,1.0,10.3856201171875,instance-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Joinable
LLMATCH,LLMatch-llm,ChEMBL__Joinable__assays_vertical_30_ac4_ev,assays_vertical_30_ac4_ev,1.0,1.0,1.0,10.79306697845459,instance-instance,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Joinable
LLMATCH,LLMatch-llm,ChEMBL__Joinable__assays_vertical_30_ac5_ev,assays_vertical_30_ac5_ev,1.0,1.0,1.0,8.439321994781494,instance-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Joinable
LLMATCH,LLMatch-llm,ChEMBL__Joinable__assays_vertical_30_ec_ev,assays_vertical_30_ec_ev,1.0,1.0,1.0,7.686925888061523,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Joinable
LLMATCH,LLMatch-llm,ChEMBL__Joinable__assays_vertical_50_ac1_ev,assays_vertical_50_ac1_ev,1.0,1.0,1.0,10.04950499534607,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Joinable
LLMATCH,LLMatch-llm,ChEMBL__Joinable__assays_vertical_50_ac3_ev,assays_vertical_50_ac3_ev,1.0,1.0,1.0,11.65003490447998,instance-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Joinable
LLMATCH,LLMatch-llm,ChEMBL__Joinable__assays_vertical_50_ac4_ev,assays_vertical_50_ac4_ev,1.0,1.0,1.0,12.035062789916992,instance-instance,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Joinable
LLMATCH,LLMatch-llm,ChEMBL__Joinable__assays_vertical_50_ac5_ev,assays_vertical_50_ac5_ev,1.0,1.0,1.0,12.30513310432434,instance-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Joinable
LLMATCH,LLMatch-llm,ChEMBL__Joinable__assays_vertical_50_ec_ev,assays_vertical_50_ec_ev,1.0,1.0,1.0,12.506956100463867,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Joinable
LLMATCH,LLMatch-llm,ChEMBL__Joinable__assays_vertical_70_ac1_ev,assays_vertical_70_ac1_ev,1.0,1.0,1.0,13.61457371711731,schema-complet,/Users/nahawandkired/Documents/Recherche/baselines/data_local/llmatch/llmatch_valentine_6_scenarios.csv,ChEMBL,Joinable
ISResMat,,TPC-DI__Joinable__prospect_both_50_1_ec_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,Joinable
SMUTF,,ChEMBL__Semantically-Joinable__assays_both_50_50_ec_av,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Semantically-Joinable
MetaMatch,rf,TPC-DI__Semantically-Joinable__prospect_both_50_1_ec_av,TPC-DI__Semantically-Joinable__prospect_both_50_1_ec_av,1.0,1.0,1.0,,threshold_opt_pairf1_train_fast_grid001_strict_gt,/Users/nahawandkired/Documents/metamatch/outputs/exp_occidata/reports/meeting_baselines_vs_metamatch/metaspace_61_classifiers_notebook/metaspace_61_classifiers_row_scores.parquet,TPC-DI,Semantically-Joinable
MagnetoFTGPT,,ChEMBL__Joinable__assays_both_50_70_ac5_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
MagnetoFTGPT,,ChEMBL__Joinable__assays_both_50_70_ac1_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
MagnetoFTGPT,,ChEMBL__Joinable__assays_both_50_50_ec_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
MagnetoFTGPT,,ChEMBL__Joinable__assays_both_50_50_ac5_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
MagnetoFTGPT,,ChEMBL__Joinable__assays_both_50_50_ac3_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
COMA++,Coma++,TPC-DI__Semantically-Joinable__prospect_vertical_30_ec_av,prospect_vertical_30_ec_av_source.csv,1.0,1.0,1.0,65.63228011131287,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Semantically-Joinable
MagnetoFTGPT,,ChEMBL__Joinable__assays_both_50_50_ac1_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
MagnetoFTGPT,,ChEMBL__Joinable__assays_both_50_30_ec_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
MagnetoFTGPT,,ChEMBL__Joinable__assays_both_50_30_ac5_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
COMA++,Coma++,TPC-DI__Semantically-Joinable__prospect_vertical_30_ac1_av,prospect_vertical_30_ac1_av_source.csv,1.0,1.0,1.0,66.48431348800659,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Semantically-Joinable
MagnetoGPT,MagnetoGPT,ChEMBL__View-Unionable__assays_both_0_70_ac1_av,assays_both_0_70_ac1_av_source.csv,1.0,1.0,1.0,124.03069877624512,,/Users/nahawandkired/Desktop/si_si-results0101.csv,ChEMBL,View-Unionable
MagnetoFTGPT,,ChEMBL__Joinable__assays_both_50_30_ac1_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
MetaMatch,rf,TPC-DI__Joinable__prospect_vertical_30_ac1_ev,TPC-DI__Joinable__prospect_vertical_30_ac1_ev,1.0,1.0,1.0,,threshold_opt_pairf1_train_fast_grid001_strict_gt,/Users/nahawandkired/Documents/metamatch/outputs/exp_occidata/reports/meeting_baselines_vs_metamatch/metaspace_61_classifiers_notebook/metaspace_61_classifiers_row_scores.parquet,TPC-DI,Joinable
ISResMat,ISResMat,Magellan__amazon_google_exp,amazon_google_exp_source.csv,1.0,1.0,1.0,21.475631952285767,,/Users/nahawandkired/Desktop/si_si-results.csv,Magellan,Real-world
ISResMat,ISResMat,Magellan__beeradvo_ratebeer,beeradvo_ratebeer_source.csv,1.0,1.0,1.0,22.39045786857605,,/Users/nahawandkired/Desktop/si_si-results.csv,Magellan,Real-world
ISResMat,,Magellan__dblp_acm,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,Magellan,Real-world
MagnetoFTGPT,,ChEMBL__Joinable__assays_both_50_70_ac3_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
MagnetoFTGPT,,ChEMBL__Joinable__assays_both_50_70_ec_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
SMUTF,,ChEMBL__Semantically-Joinable__assays_vertical_1_ec_av,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Semantically-Joinable
MagnetoFTGPT,,ChEMBL__Joinable__assays_vertical_30_ac4_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
MagnetoFTGPT,,ChEMBL__Joinable__assays_vertical_70_ec_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
MagnetoFTGPT,,ChEMBL__Joinable__assays_vertical_70_ac5_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
MagnetoFTGPT,,ChEMBL__Joinable__assays_vertical_70_ac4_ev,,1.0,1.0,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Joinable
