config,fold_id,pair_id,n_rows,n_pos,precision,recall,f1,n_features
syn_topological,0,ChEMBL__Semantically-Joinable__assays_vertical_50_ac4_av,289,11,1.0,0.45454545454545453,0.625,53
syn_topological,0,ChEMBL__Semantically-Joinable__assays_vertical_50_ac5_av,289,11,1.0,0.45454545454545453,0.625,53
syn_topological,0,OpenData__View -Unionable__miller2_both_0_50_ac2_av,1444,25,1.0,0.48,0.6486486486486487,53
syn_topological,0,OpenData__Joinable__miller2_vertical_30_ac2_ev,1089,15,1.0,0.9333333333333333,0.9655172413793104,53
syn_topological,0,OpenData__View -Unionable__miller2_both_0_50_ac2_ev,1444,25,1.0,0.96,0.9795918367346939,53
syn_topological,0,TPC-DI__Unionable__prospect_horizontal_0_ec_ev,484,22,1.0,0.36363636363636365,0.5333333333333333,53
syn_topological,0,ChEMBL__Semantically-Joinable__assays_vertical_70_ac2_av,380,16,1.0,0.5,0.6666666666666666,53
syn_topological,0,OpenData__Joinable__miller2_vertical_30_ac3_ev,1089,15,1.0,0.7333333333333333,0.8461538461538461,53
syn_topological,0,OpenData__View -Unionable__miller2_both_0_50_ac3_ev,1444,25,1.0,0.56,0.717948717948718,53
syn_topological,0,TPC-DI__Unionable__prospect_horizontal_100_ac2_ev,484,22,1.0,0.6363636363636364,0.7777777777777778,53
syn_topological,0,OpenData__Joinable__miller2_vertical_50_ac1_ev,1444,25,1.0,0.84,0.9130434782608695,53
syn_topological,0,OpenData__View -Unionable__miller2_both_0_50_ac5_av,1444,25,1.0,0.04,0.07692307692307693,53
syn_topological,0,ChEMBL__Unionable__assays_horizontal_0_ac1_av,529,23,1.0,0.34782608695652173,0.5161290322580645,53
syn_topological,0,OpenData__View -Unionable__miller2_both_0_50_ac5_ev,1444,25,1.0,0.28,0.4375,53
syn_topological,0,OpenData__Joinable__miller2_vertical_50_ac3_ev,1444,25,1.0,0.52,0.6842105263157895,53
syn_topological,0,OpenData__View -Unionable__miller2_both_0_50_ec_av,1444,25,0.0,0.0,0.0,53
syn_topological,0,ChEMBL__Unionable__assays_horizontal_0_ac2_av,529,23,1.0,0.5652173913043478,0.7222222222222222,53
syn_topological,0,ChEMBL__Unionable__assays_horizontal_0_ac2_ev,529,23,1.0,0.7391304347826086,0.85,53
syn_topological,0,TPC-DI__Unionable__prospect_horizontal_100_ac5_av,484,22,1.0,0.36363636363636365,0.5333333333333333,53
syn_topological,0,ChEMBL__Unionable__assays_horizontal_0_ac3_av,529,23,1.0,0.2608695652173913,0.41379310344827586,53
syn_topological,0,OpenData__Joinable__miller2_vertical_50_ec_ev,1444,25,1.0,0.32,0.48484848484848486,53
syn_topological,0,OpenData__Joinable__miller2_vertical_70_ac2_ev,1849,35,0.96875,0.8857142857142857,0.9253731343283582,53
syn_topological,0,ChEMBL__Unionable__assays_horizontal_0_ac4_ev,529,23,1.0,0.5217391304347826,0.6857142857142857,53
syn_topological,0,OpenData__Joinable__miller2_vertical_70_ac4_ev,1849,35,0.967741935483871,0.8571428571428571,0.9090909090909091,53
syn_topological,0,OpenData__View -Unionable__miller2_both_0_70_ac3_ev,1849,35,1.0,0.42857142857142855,0.6,53
syn_topological,0,TPC-DI__Unionable__prospect_horizontal_50_ac1_ev,484,22,1.0,0.5,0.6666666666666666,53
syn_topological,0,OpenData__View -Unionable__miller2_both_0_70_ac4_av,1849,35,0.9090909090909091,0.2857142857142857,0.43478260869565216,53
syn_topological,0,ChEMBL__Unionable__assays_horizontal_0_ec_ev,529,23,1.0,0.391304347826087,0.5625,53
syn_topological,0,OpenData__Semantically-Joinable__miller2_both_50_1_ac1_av,676,1,0.0,0.0,0.0,53
syn_topological,0,TPC-DI__Unionable__prospect_horizontal_50_ac3_ev,484,22,1.0,0.4090909090909091,0.5806451612903226,53
syn_topological,0,OpenData__Semantically-Joinable__miller2_both_50_1_ac4_av,676,1,0.0,0.0,0.0,53
syn_topological,0,OpenData__View -Unionable__miller2_both_0_70_ec_ev,1849,35,1.0,0.37142857142857144,0.5416666666666666,53
syn_topological,0,TPC-DI__Unionable__prospect_horizontal_50_ac4_ev,484,22,1.0,0.45454545454545453,0.625,53
syn_topological,0,OpenData__Semantically-Joinable__miller2_both_50_1_ac5_av,676,1,0.0,0.0,0.0,53
syn_topological,0,TPC-DI__Unionable__prospect_horizontal_50_ac5_av,484,22,1.0,0.36363636363636365,0.5333333333333333,53
syn_topological,0,OpenData__Semantically-Joinable__miller2_both_50_1_ec_av,676,1,0.0,0.0,0.0,53
syn_topological,0,TPC-DI__Joinable__prospect_both_50_1_ac2_ev,132,1,0.0,0.0,0.0,53
syn_topological,0,ChEMBL__Unionable__assays_horizontal_100_ac4_av,529,23,1.0,0.5652173913043478,0.7222222222222222,53
syn_topological,0,TPC-DI__Joinable__prospect_both_50_1_ac4_ev,132,1,0.0,0.0,0.0,53
syn_topological,0,TPC-DI__View-Unionable__prospect_both_0_1_ac1_ev,132,1,0.0,0.0,0.0,53
syn_topological,0,OpenData__Semantically-Joinable__miller2_both_50_30_ec_av,1089,15,1.0,0.13333333333333333,0.23529411764705882,53
syn_topological,0,TPC-DI__Joinable__prospect_both_50_30_ac2_ev,196,6,1.0,0.3333333333333333,0.5,53
syn_topological,0,ChEMBL__Unionable__assays_horizontal_100_ec_ev,529,23,1.0,0.391304347826087,0.5625,53
syn_topological,0,OpenData__Semantically-Joinable__miller2_both_50_50_ac1_av,1444,25,1.0,0.2,0.3333333333333333,53
syn_topological,0,TPC-DI__Joinable__prospect_both_50_30_ac3_ev,196,6,1.0,0.3333333333333333,0.5,53
syn_topological,0,TPC-DI__View-Unionable__prospect_both_0_1_ac3_av,132,1,0.0,0.0,0.0,53
syn_topological,0,OpenData__Semantically-Joinable__miller2_both_50_50_ac2_av,1444,25,1.0,0.4,0.5714285714285714,53
syn_topological,0,TPC-DI__Joinable__prospect_both_50_30_ac5_ev,196,6,1.0,0.3333333333333333,0.5,53
syn_topological,0,TPC-DI__Joinable__prospect_both_50_30_ec_ev,196,6,0.0,0.0,0.0,53
syn_topological,0,TPC-DI__View-Unionable__prospect_both_0_1_ac4_ev,132,1,0.0,0.0,0.0,53
syn_topological,0,TPC-DI__View-Unionable__prospect_both_0_1_ac5_av,132,1,0.0,0.0,0.0,53
